"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
"9627",4914,10,25,1981,11,"NL","M",34,162,"Neotoma","albigula","Rodent","Control"
"9628",4923,10,25,1981,11,"NL","F",33,157,"Neotoma","albigula","Rodent","Control"
"9629",4986,11,22,1981,11,"NL","F",33,169,"Neotoma","albigula","Rodent","Control"
"9630",5134,12,31,1981,11,"NL","M",33,180,"Neotoma","albigula","Rodent","Control"
"9631",5218,1,24,1982,11,"NL","M",34,168,"Neotoma","albigula","Rodent","Control"
"9632",5401,2,23,1982,11,"NL","M",34,198,"Neotoma","albigula","Rodent","Control"
"9633",5552,3,29,1982,11,"NL","M",34,212,"Neotoma","albigula","Rodent","Control"
"9634",6555,9,18,1982,11,"NL","F",32,189,"Neotoma","albigula","Rodent","Control"
"9635",7149,1,12,1983,11,"NL","F",32,208,"Neotoma","albigula","Rodent","Control"
"9636",8248,8,16,1983,11,"NL","M",33,185,"Neotoma","albigula","Rodent","Control"
"9637",8410,9,11,1983,11,"NL","M",34,175,"Neotoma","albigula","Rodent","Control"
"9638",8652,11,13,1983,11,"NL","M",32,171,"Neotoma","albigula","Rodent","Control"
"9639",8768,12,9,1983,11,"NL","M",32,162,"Neotoma","albigula","Rodent","Control"
"9640",9345,7,4,1984,11,"NL","F",30,118,"Neotoma","albigula","Rodent","Control"
"9641",9420,8,1,1984,11,"NL","F",32,140,"Neotoma","albigula","Rodent","Control"
"9642",9501,8,26,1984,11,"NL","F",32,131,"Neotoma","albigula","Rodent","Control"
"9643",11704,7,4,1986,11,"NL","M",30,113,"Neotoma","albigula","Rodent","Control"
"9644",11934,10,5,1986,11,"NL","F",31,94,"Neotoma","albigula","Rodent","Control"
"9645",12748,5,28,1987,11,"NL","F",31,150,"Neotoma","albigula","Rodent","Control"
"9646",13336,8,26,1987,11,"NL","F",32,162,"Neotoma","albigula","Rodent","Control"
"9647",13449,9,27,1987,11,"NL","M",29,53,"Neotoma","albigula","Rodent","Control"
"9648",13795,11,22,1987,11,"NL","F",32,168,"Neotoma","albigula","Rodent","Control"
"9649",14109,2,22,1988,11,"NL","F",34,145,"Neotoma","albigula","Rodent","Control"
"9650",14419,4,19,1988,11,"NL","F",32,167,"Neotoma","albigula","Rodent","Control"
"9651",14718,7,15,1988,11,"NL","F",33,137,"Neotoma","albigula","Rodent","Control"
"9652",99,8,20,1977,11,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"9653",111,8,20,1977,11,"DM","F",37,42,"Dipodomys","merriami","Rodent","Control"
"9654",199,9,12,1977,11,"DM","M",36,29,"Dipodomys","merriami","Rodent","Control"
"9655",203,9,12,1977,11,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
"9656",210,9,12,1977,11,"DM","F",36,53,"Dipodomys","merriami","Rodent","Control"
"9657",295,10,17,1977,11,"DM","M",36,41,"Dipodomys","merriami","Rodent","Control"
"9658",312,10,17,1977,11,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"9659",384,11,13,1977,11,"DM","M",36,37,"Dipodomys","merriami","Rodent","Control"
"9660",388,11,13,1977,11,"DM","F",36,39,"Dipodomys","merriami","Rodent","Control"
"9661",468,12,11,1977,11,"DM","M",35,37,"Dipodomys","merriami","Rodent","Control"
"9662",484,12,11,1977,11,"DM","F",37,38,"Dipodomys","merriami","Rodent","Control"
"9663",541,1,9,1978,11,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
"9664",549,1,9,1978,11,"DM","M",38,44,"Dipodomys","merriami","Rodent","Control"
"9665",557,1,9,1978,11,"DM","F",37,39,"Dipodomys","merriami","Rodent","Control"
"9666",616,2,19,1978,11,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"9667",617,2,19,1978,11,"DM","M",38,48,"Dipodomys","merriami","Rodent","Control"
"9668",690,3,12,1978,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"9669",694,3,12,1978,11,"DM","F",37,43,"Dipodomys","merriami","Rodent","Control"
"9670",697,3,12,1978,11,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"9671",781,4,9,1978,11,"DM","F",37,45,"Dipodomys","merriami","Rodent","Control"
"9672",782,4,9,1978,11,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"9673",794,4,9,1978,11,"DM","M",35,44,"Dipodomys","merriami","Rodent","Control"
"9674",799,4,9,1978,11,"DM","F",36,46,"Dipodomys","merriami","Rodent","Control"
"9675",885,5,18,1978,11,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
"9676",887,5,18,1978,11,"DM","F",34,29,"Dipodomys","merriami","Rodent","Control"
"9677",898,5,18,1978,11,"DM","F",35,29,"Dipodomys","merriami","Rodent","Control"
"9678",906,5,18,1978,11,"DM","M",34,21,"Dipodomys","merriami","Rodent","Control"
"9679",946,6,8,1978,11,"DM","F",36,43,"Dipodomys","merriami","Rodent","Control"
"9680",1039,7,7,1978,11,"DM","F",37,48,"Dipodomys","merriami","Rodent","Control"
"9681",1120,8,4,1978,11,"DM","F",30,17,"Dipodomys","merriami","Rodent","Control"
"9682",1134,8,4,1978,11,"DM","F",35,43,"Dipodomys","merriami","Rodent","Control"
"9683",1139,8,4,1978,11,"DM","M",37,36,"Dipodomys","merriami","Rodent","Control"
"9684",1203,9,3,1978,11,"DM","F",35,45,"Dipodomys","merriami","Rodent","Control"
"9685",1208,9,3,1978,11,"DM","M",36,30,"Dipodomys","merriami","Rodent","Control"
"9686",1245,9,3,1978,11,"DM","M",38,41,"Dipodomys","merriami","Rodent","Control"
"9687",1312,10,7,1978,11,"DM","F",34,45,"Dipodomys","merriami","Rodent","Control"
"9688",1317,10,7,1978,11,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"9689",1344,10,7,1978,11,"DM","M",38,38,"Dipodomys","merriami","Rodent","Control"
"9690",1346,10,7,1978,11,"DM","F",35,41,"Dipodomys","merriami","Rodent","Control"
"9691",1397,11,4,1978,11,"DM","F",36,37,"Dipodomys","merriami","Rodent","Control"
"9692",1426,11,4,1978,11,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"9693",1434,11,4,1978,11,"DM","M",38,39,"Dipodomys","merriami","Rodent","Control"
"9694",1483,12,2,1978,11,"DM","F",36,37,"Dipodomys","merriami","Rodent","Control"
"9695",1486,12,2,1978,11,"DM","M",38,44,"Dipodomys","merriami","Rodent","Control"
"9696",1498,12,2,1978,11,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
"9697",1514,12,2,1978,11,"DM","M",38,38,"Dipodomys","merriami","Rodent","Control"
"9698",1555,1,28,1979,11,"DM","M",36,37,"Dipodomys","merriami","Rodent","Control"
"9699",1562,1,28,1979,11,"DM","M",39,50,"Dipodomys","merriami","Rodent","Control"
"9700",1567,1,28,1979,11,"DM","M",37,43,"Dipodomys","merriami","Rodent","Control"
"9701",1624,2,24,1979,11,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"9702",1629,2,24,1979,11,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"9703",1712,3,31,1979,11,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
"9704",1725,4,28,1979,11,"DM","M",39,47,"Dipodomys","merriami","Rodent","Control"
"9705",1734,4,28,1979,11,"DM","F",36,46,"Dipodomys","merriami","Rodent","Control"
"9706",1813,5,29,1979,11,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
"9707",1876,7,3,1979,11,"DM","F",33,32,"Dipodomys","merriami","Rodent","Control"
"9708",1931,7,25,1979,11,"DM","M",35,31,"Dipodomys","merriami","Rodent","Control"
"9709",1983,8,22,1979,11,"DM","M",34,35,"Dipodomys","merriami","Rodent","Control"
"9710",1992,8,22,1979,11,"DM","F",36,40,"Dipodomys","merriami","Rodent","Control"
"9711",2035,9,22,1979,11,"DM","M",39,49,"Dipodomys","merriami","Rodent","Control"
"9712",2040,9,22,1979,11,"DM","F",37,40,"Dipodomys","merriami","Rodent","Control"
"9713",2090,10,24,1979,11,"DM","F",34,28,"Dipodomys","merriami","Rodent","Control"
"9714",2091,10,24,1979,11,"DM","M",35,29,"Dipodomys","merriami","Rodent","Control"
"9715",2244,11,18,1979,11,"DM","M",39,48,"Dipodomys","merriami","Rodent","Control"
"9716",2252,11,18,1979,11,"DM","F",34,42,"Dipodomys","merriami","Rodent","Control"
"9717",2256,11,18,1979,11,"DM","F",34,39,"Dipodomys","merriami","Rodent","Control"
"9718",2268,11,18,1979,11,"DM","M",37,36,"Dipodomys","merriami","Rodent","Control"
"9719",2274,1,15,1980,11,"DM","M",38,37,"Dipodomys","merriami","Rodent","Control"
"9720",2279,1,15,1980,11,"DM","F",36,36,"Dipodomys","merriami","Rodent","Control"
"9721",2286,1,15,1980,11,"DM","M",38,47,"Dipodomys","merriami","Rodent","Control"
"9722",2290,1,15,1980,11,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
"9723",2297,1,15,1980,11,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"9724",2310,1,15,1980,11,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"9725",2319,1,15,1980,11,"DM","M",37,26,"Dipodomys","merriami","Rodent","Control"
"9726",2324,1,15,1980,11,"DM","M",35,49,"Dipodomys","merriami","Rodent","Control"
"9727",2445,2,24,1980,11,"DM","F",34,36,"Dipodomys","merriami","Rodent","Control"
"9728",2480,2,25,1980,11,"DM","F",35,36,"Dipodomys","merriami","Rodent","Control"
"9729",2481,2,25,1980,11,"DM","M",36,41,"Dipodomys","merriami","Rodent","Control"
"9730",2761,3,21,1980,11,"DM","F",34,45,"Dipodomys","merriami","Rodent","Control"
"9731",3211,8,13,1980,11,"DM","M",36,29,"Dipodomys","merriami","Rodent","Control"
"9732",3345,10,11,1980,11,"DM","M",37,39,"Dipodomys","merriami","Rodent","Control"
"9733",3442,11,8,1980,11,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"9734",3600,12,16,1980,11,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"9735",3681,12,16,1980,11,"DM","F",35,59,"Dipodomys","merriami","Rodent","Control"
"9736",3686,1,11,1981,11,"DM","M",36,34,"Dipodomys","merriami","Rodent","Control"
"9737",3690,1,11,1981,11,"DM","F",35,46,"Dipodomys","merriami","Rodent","Control"
"9738",3809,1,31,1981,11,"DM","M",38,47,"Dipodomys","merriami","Rodent","Control"
"9739",3824,1,31,1981,11,"DM","M",36,38,"Dipodomys","merriami","Rodent","Control"
"9740",3857,1,31,1981,11,"DM","F",36,46,"Dipodomys","merriami","Rodent","Control"
"9741",3915,3,8,1981,11,"DM","M",37,39,"Dipodomys","merriami","Rodent","Control"
"9742",3937,3,8,1981,11,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
"9743",3942,3,8,1981,11,"DM","F",34,51,"Dipodomys","merriami","Rodent","Control"
"9744",4398,5,3,1981,11,"DM","M",33,31,"Dipodomys","merriami","Rodent","Control"
"9745",4404,5,3,1981,11,"DM","F",36,44,"Dipodomys","merriami","Rodent","Control"
"9746",4563,6,5,1981,11,"DM","M",39,45,"Dipodomys","merriami","Rodent","Control"
"9747",4572,6,5,1981,11,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"9748",4594,6,5,1981,11,"DM","M",35,37,"Dipodomys","merriami","Rodent","Control"
"9749",4608,7,7,1981,11,"DM","F",36,50,"Dipodomys","merriami","Rodent","Control"
"9750",4620,7,7,1981,11,"DM","M",35,46,"Dipodomys","merriami","Rodent","Control"
"9751",4638,7,7,1981,11,"DM","M",37,38,"Dipodomys","merriami","Rodent","Control"
"9752",4731,7,31,1981,11,"DM","M",35,44,"Dipodomys","merriami","Rodent","Control"
"9753",4735,7,31,1981,11,"DM","F",34,44,"Dipodomys","merriami","Rodent","Control"
"9754",4751,7,31,1981,11,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
"9755",4760,8,30,1981,11,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"9756",4776,8,30,1981,11,"DM","F",36,33,"Dipodomys","merriami","Rodent","Control"
"9757",4784,8,30,1981,11,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
"9758",4840,9,30,1981,11,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"9759",4842,9,30,1981,11,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"9760",4844,9,30,1981,11,"DM","F",37,44,"Dipodomys","merriami","Rodent","Control"
"9761",4918,10,25,1981,11,"DM","F",36,49,"Dipodomys","merriami","Rodent","Control"
"9762",4926,10,25,1981,11,"DM","F",38,40,"Dipodomys","merriami","Rodent","Control"
"9763",4931,10,25,1981,11,"DM","M",37,40,"Dipodomys","merriami","Rodent","Control"
"9764",4976,11,22,1981,11,"DM","F",37,44,"Dipodomys","merriami","Rodent","Control"
"9765",4977,11,22,1981,11,"DM","F",36,50,"Dipodomys","merriami","Rodent","Control"
"9766",4991,11,22,1981,11,"DM","M",37,54,"Dipodomys","merriami","Rodent","Control"
"9767",5003,11,22,1981,11,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"9768",5119,12,31,1981,11,"DM","F",36,39,"Dipodomys","merriami","Rodent","Control"
"9769",5149,12,31,1981,11,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"9770",5156,12,31,1981,11,"DM","F",37,47,"Dipodomys","merriami","Rodent","Control"
"9771",5199,1,24,1982,11,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"9772",5209,1,24,1982,11,"DM","F",35,44,"Dipodomys","merriami","Rodent","Control"
"9773",5223,1,24,1982,11,"DM","F",37,46,"Dipodomys","merriami","Rodent","Control"
"9774",5226,1,24,1982,11,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
"9775",5235,1,24,1982,11,"DM","M",38,44,"Dipodomys","merriami","Rodent","Control"
"9776",5260,1,24,1982,11,"DM","F",36,56,"Dipodomys","merriami","Rodent","Control"
"9777",5265,1,24,1982,11,"DM","M",34,45,"Dipodomys","merriami","Rodent","Control"
"9778",5388,2,23,1982,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"9779",5416,2,23,1982,11,"DM","M",38,43,"Dipodomys","merriami","Rodent","Control"
"9780",5446,2,23,1982,11,"DM","F",36,44,"Dipodomys","merriami","Rodent","Control"
"9781",5449,2,23,1982,11,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
"9782",5460,2,23,1982,11,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"9783",5461,2,23,1982,11,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"9784",5549,3,29,1982,11,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"9785",5563,3,29,1982,11,"DM","F",35,45,"Dipodomys","merriami","Rodent","Control"
"9786",5584,3,29,1982,11,"DM","M",34,21,"Dipodomys","merriami","Rodent","Control"
"9787",5590,3,29,1982,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"9788",5716,4,28,1982,11,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"9789",5729,4,28,1982,11,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"9790",5756,4,28,1982,11,"DM","M",37,44,"Dipodomys","merriami","Rodent","Control"
"9791",5855,5,21,1982,11,"DM","F",34,21,"Dipodomys","merriami","Rodent","Control"
"9792",5870,5,21,1982,11,"DM","M",34,25,"Dipodomys","merriami","Rodent","Control"
"9793",5880,5,21,1982,11,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"9794",5907,5,21,1982,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"9795",6083,6,29,1982,11,"DM","F",36,29,"Dipodomys","merriami","Rodent","Control"
"9796",6092,6,29,1982,11,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"9797",6094,6,29,1982,11,"DM","M",35,32,"Dipodomys","merriami","Rodent","Control"
"9798",6096,6,29,1982,11,"DM","F",37,39,"Dipodomys","merriami","Rodent","Control"
"9799",6143,6,29,1982,11,"DM","M",37,42,"Dipodomys","merriami","Rodent","Control"
"9800",6328,8,15,1982,11,"DM","F",36,33,"Dipodomys","merriami","Rodent","Control"
"9801",6364,8,15,1982,11,"DM","F",34,28,"Dipodomys","merriami","Rodent","Control"
"9802",6373,8,15,1982,11,"DM","M",34,38,"Dipodomys","merriami","Rodent","Control"
"9803",6388,8,15,1982,11,"DM","M",35,46,"Dipodomys","merriami","Rodent","Control"
"9804",6406,8,15,1982,11,"DM","M",34,47,"Dipodomys","merriami","Rodent","Control"
"9805",6410,8,15,1982,11,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"9806",6521,9,18,1982,11,"DM","F",35,34,"Dipodomys","merriami","Rodent","Control"
"9807",6547,9,18,1982,11,"DM","M",34,36,"Dipodomys","merriami","Rodent","Control"
"9808",6552,9,18,1982,11,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"9809",6821,10,24,1982,11,"DM","F",36,34,"Dipodomys","merriami","Rodent","Control"
"9810",6862,10,24,1982,11,"DM","M",35,40,"Dipodomys","merriami","Rodent","Control"
"9811",6869,10,24,1982,11,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
"9812",6879,10,24,1982,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"9813",6927,10,24,1982,11,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"9814",6938,10,24,1982,11,"DM","M",34,46,"Dipodomys","merriami","Rodent","Control"
"9815",7056,11,22,1982,11,"DM","F",36,33,"Dipodomys","merriami","Rodent","Control"
"9816",7076,11,22,1982,11,"DM","M",35,38,"Dipodomys","merriami","Rodent","Control"
"9817",7079,11,22,1982,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"9818",7132,11,22,1982,11,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"9819",7152,1,12,1983,11,"DM","F",37,31,"Dipodomys","merriami","Rodent","Control"
"9820",7179,1,12,1983,11,"DM","M",37,38,"Dipodomys","merriami","Rodent","Control"
"9821",7186,1,12,1983,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"9822",7223,1,12,1983,11,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"9823",7326,2,26,1983,11,"DM","F",37,36,"Dipodomys","merriami","Rodent","Control"
"9824",7337,2,26,1983,11,"DM","M",36,39,"Dipodomys","merriami","Rodent","Control"
"9825",7345,2,26,1983,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"9826",7363,2,26,1983,11,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
"9827",7365,2,26,1983,11,"DM","M",35,43,"Dipodomys","merriami","Rodent","Control"
"9828",7492,3,14,1983,11,"DM","M",34,42,"Dipodomys","merriami","Rodent","Control"
"9829",7493,3,14,1983,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"9830",7498,3,14,1983,11,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"9831",7500,3,14,1983,11,"DM","F",37,37,"Dipodomys","merriami","Rodent","Control"
"9832",7523,3,14,1983,11,"DM","F",36,49,"Dipodomys","merriami","Rodent","Control"
"9833",7525,3,14,1983,11,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
"9834",7537,3,14,1983,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"9835",7747,4,17,1983,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"9836",7792,4,17,1983,11,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"9837",7897,5,15,1983,11,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"9838",7933,5,15,1983,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"9839",8009,6,18,1983,11,"DM","M",38,48,"Dipodomys","merriami","Rodent","Control"
"9840",8039,6,18,1983,11,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"9841",8133,7,17,1983,11,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"9842",8154,7,17,1983,11,"DM","M",35,46,"Dipodomys","merriami","Rodent","Control"
"9843",8234,8,16,1983,11,"DM","M",37,38,"Dipodomys","merriami","Rodent","Control"
"9844",8238,8,16,1983,11,"DM","M",37,40,"Dipodomys","merriami","Rodent","Control"
"9845",8264,8,16,1983,11,"DM","F",33,29,"Dipodomys","merriami","Rodent","Control"
"9846",8269,8,16,1983,11,"DM","M",35,45,"Dipodomys","merriami","Rodent","Control"
"9847",8366,9,11,1983,11,"DM","M",37,43,"Dipodomys","merriami","Rodent","Control"
"9848",8367,9,11,1983,11,"DM","F",36,38,"Dipodomys","merriami","Rodent","Control"
"9849",8370,9,11,1983,11,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"9850",8395,9,11,1983,11,"DM","F",36,36,"Dipodomys","merriami","Rodent","Control"
"9851",8482,10,16,1983,11,"DM","F",34,37,"Dipodomys","merriami","Rodent","Control"
"9852",8504,10,16,1983,11,"DM","F",33,37,"Dipodomys","merriami","Rodent","Control"
"9853",8521,10,16,1983,11,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
"9854",8548,10,16,1983,11,"DM","F",34,31,"Dipodomys","merriami","Rodent","Control"
"9855",8555,10,16,1983,11,"DM","F",36,33,"Dipodomys","merriami","Rodent","Control"
"9856",8639,11,13,1983,11,"DM","M",36,38,"Dipodomys","merriami","Rodent","Control"
"9857",8680,11,13,1983,11,"DM","F",34,30,"Dipodomys","merriami","Rodent","Control"
"9858",8684,11,13,1983,11,"DM","F",36,30,"Dipodomys","merriami","Rodent","Control"
"9859",8763,12,9,1983,11,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
"9860",8791,12,9,1983,11,"DM","F",37,31,"Dipodomys","merriami","Rodent","Control"
"9861",8808,12,9,1983,11,"DM","F",35,32,"Dipodomys","merriami","Rodent","Control"
"9862",8880,2,5,1984,11,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
"9863",8890,2,5,1984,11,"DM","F",36,33,"Dipodomys","merriami","Rodent","Control"
"9864",8907,2,5,1984,11,"DM","F",36,33,"Dipodomys","merriami","Rodent","Control"
"9865",8969,3,13,1984,11,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
"9866",9035,4,10,1984,11,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
"9867",9160,5,13,1984,11,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"9868",9191,5,13,1984,11,"DM","F",36,43,"Dipodomys","merriami","Rodent","Control"
"9869",9262,5,28,1984,11,"DM","M",35,29,"Dipodomys","merriami","Rodent","Control"
"9870",9274,5,28,1984,11,"DM","M",36,49,"Dipodomys","merriami","Rodent","Control"
"9871",9281,5,28,1984,11,"DM","F",32,32,"Dipodomys","merriami","Rodent","Control"
"9872",9366,7,4,1984,11,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"9873",9367,7,4,1984,11,"DM","F",34,38,"Dipodomys","merriami","Rodent","Control"
"9874",9368,7,4,1984,11,"DM","M",37,35,"Dipodomys","merriami","Rodent","Control"
"9875",9431,8,1,1984,11,"DM","M",35,39,"Dipodomys","merriami","Rodent","Control"
"9876",9451,8,1,1984,11,"DM","F",34,39,"Dipodomys","merriami","Rodent","Control"
"9877",9503,8,26,1984,11,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
"9878",9510,8,26,1984,11,"DM","F",34,43,"Dipodomys","merriami","Rodent","Control"
"9879",9568,9,30,1984,11,"DM","F",34,39,"Dipodomys","merriami","Rodent","Control"
"9880",9609,9,30,1984,11,"DM","F",34,39,"Dipodomys","merriami","Rodent","Control"
"9881",9610,9,30,1984,11,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
"9882",9678,10,21,1984,11,"DM","F",34,33,"Dipodomys","merriami","Rodent","Control"
"9883",9684,10,21,1984,11,"DM","F",35,36,"Dipodomys","merriami","Rodent","Control"
"9884",9691,10,21,1984,11,"DM","M",37,42,"Dipodomys","merriami","Rodent","Control"
"9885",9707,10,21,1984,11,"DM","F",35,39,"Dipodomys","merriami","Rodent","Control"
"9886",9783,12,31,1984,11,"DM","F",34,34,"Dipodomys","merriami","Rodent","Control"
"9887",9788,12,31,1984,11,"DM","M",36,35,"Dipodomys","merriami","Rodent","Control"
"9888",9887,1,20,1985,11,"DM","M",37,39,"Dipodomys","merriami","Rodent","Control"
"9889",9918,1,20,1985,11,"DM","F",35,43,"Dipodomys","merriami","Rodent","Control"
"9890",10005,2,17,1985,11,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
"9891",10032,2,17,1985,11,"DM","F",35,32,"Dipodomys","merriami","Rodent","Control"
"9892",10130,3,17,1985,11,"DM","M",37,43,"Dipodomys","merriami","Rodent","Control"
"9893",10326,4,21,1985,11,"DM","M",35,43,"Dipodomys","merriami","Rodent","Control"
"9894",10330,4,21,1985,11,"DM","M",33,38,"Dipodomys","merriami","Rodent","Control"
"9895",10349,4,21,1985,11,"DM","F",36,53,"Dipodomys","merriami","Rodent","Control"
"9896",10359,4,21,1985,11,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
"9897",10436,5,24,1985,11,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
"9898",10446,5,24,1985,11,"DM","F",36,43,"Dipodomys","merriami","Rodent","Control"
"9899",10504,6,16,1985,11,"DM","M",35,47,"Dipodomys","merriami","Rodent","Control"
"9900",10506,6,16,1985,11,"DM","F",36,40,"Dipodomys","merriami","Rodent","Control"
"9901",10527,6,16,1985,11,"DM","M",35,47,"Dipodomys","merriami","Rodent","Control"
"9902",10534,6,16,1985,11,"DM","F",35,40,"Dipodomys","merriami","Rodent","Control"
"9903",10608,7,24,1985,11,"DM","F",39,40,"Dipodomys","merriami","Rodent","Control"
"9904",10632,7,24,1985,11,"DM","M",37,42,"Dipodomys","merriami","Rodent","Control"
"9905",10683,8,20,1985,11,"DM","F",37,44,"Dipodomys","merriami","Rodent","Control"
"9906",10702,8,20,1985,11,"DM","M",36,49,"Dipodomys","merriami","Rodent","Control"
"9907",10721,8,20,1985,11,"DM","F",34,46,"Dipodomys","merriami","Rodent","Control"
"9908",10785,9,22,1985,11,"DM","F",33,36,"Dipodomys","merriami","Rodent","Control"
"9909",10806,9,22,1985,11,"DM","M",37,53,"Dipodomys","merriami","Rodent","Control"
"9910",10813,9,22,1985,11,"DM","F",37,43,"Dipodomys","merriami","Rodent","Control"
"9911",10833,9,22,1985,11,"DM","F",34,40,"Dipodomys","merriami","Rodent","Control"
"9912",10925,10,13,1985,11,"DM","M",38,50,"Dipodomys","merriami","Rodent","Control"
"9913",10930,10,13,1985,11,"DM","F",37,42,"Dipodomys","merriami","Rodent","Control"
"9914",10957,10,13,1985,11,"DM","F",35,42,"Dipodomys","merriami","Rodent","Control"
"9915",11045,11,17,1985,11,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
"9916",11046,11,17,1985,11,"DM","M",38,43,"Dipodomys","merriami","Rodent","Control"
"9917",11052,11,17,1985,11,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
"9918",11071,11,17,1985,11,"DM","F",36,40,"Dipodomys","merriami","Rodent","Control"
"9919",11085,11,17,1985,11,"DM","F",33,38,"Dipodomys","merriami","Rodent","Control"
"9920",11175,12,8,1985,11,"DM","M",35,43,"Dipodomys","merriami","Rodent","Control"
"9921",11183,12,8,1985,11,"DM","M",38,42,"Dipodomys","merriami","Rodent","Control"
"9922",11194,12,8,1985,11,"DM","F",36,38,"Dipodomys","merriami","Rodent","Control"
"9923",11206,12,8,1985,11,"DM","F",38,38,"Dipodomys","merriami","Rodent","Control"
